체결시각,체결가,전일비,매도,매수,거래량,변동량
15:55,"359,500","3,500",0,"359,500","279,263",3
15:53,"359,500","3,500",0,0,"279,260",1
15:51,"359,500","3,500",0,0,"279,259",1
15:50,"359,500","3,500",0,0,"279,258",2
15:49,"359,500","3,500",0,0,"279,256",4
15:48,"359,500","3,500",0,"359,500","279,252",5
15:47,"359,500","3,500","359,500",0,"279,247",3
15:46,"359,500","3,500",0,0,"279,244",2
15:45,"359,500","3,500",0,0,"279,242",18
15:44,"359,500","3,500","359,500",0,"279,224",100
15:43,"359,500","3,500","359,500",0,"279,124",29
15:42,"359,500","3,500","359,500",0,"279,095",109
15:41,"359,500","3,500",0,"359,500","278,986",26
15:40,"359,500","3,500",0,"359,500","278,960",192
15:30,"359,500","3,500","360,000","359,500","278,768","5,992"
15:19,"360,000","3,000","360,500","360,000","272,776",982
15:18,"360,000","3,000","360,500","360,000","271,794",387
15:17,"360,500","2,500","360,500","360,000","271,407","1,930"
15:16,"360,000","3,000","360,500","360,000","269,477","3,076"
15:15,"360,000","3,000","360,500","360,000","266,401",456
15:14,"360,500","2,500","360,500","360,000","265,945",387
15:13,"360,000","3,000","360,500","360,000","265,558",369
15:12,"360,500","2,500","360,500","360,000","265,189",667
15:11,"360,500","2,500","360,500","360,000","264,522",645
15:10,"360,500","2,500","361,000","360,500","263,877",633
15:09,"361,000","2,000","361,000","360,500","263,244",533
15:08,"360,500","2,500","361,000","360,500","262,711",344
15:07,"360,500","2,500","361,000","360,500","262,367",187
15:06,"361,000","2,000","361,000","360,500","262,180",341
15:05,"360,500","2,500","361,000","360,500","261,839",272
15:04,"360,500","2,500","361,000","360,500","261,567",748
15:03,"360,500","2,500","361,000","360,500","260,819",78
15:02,"361,000","2,000","361,000","360,500","260,741",465
15:01,"360,500","2,500","360,500","360,000","260,276",683
15:00,"361,000","2,000","361,000","360,500","259,593",163
14:59,"360,500","2,500","361,000","360,500","259,430",142
14:58,"360,500","2,500","361,000","360,500","259,288",890
14:57,"360,000","3,000","360,500","360,000","258,398",287
14:56,"360,500","2,500","360,500","360,000","258,111",244
14:55,"360,000","3,000","360,500","360,000","257,867",189
14:54,"360,500","2,500","360,500","360,000","257,678",326
14:53,"360,000","3,000","360,500","360,000","257,352",335
14:52,"360,500","2,500","361,000","360,500","257,017",221
14:51,"360,500","2,500","361,000","360,500","256,796",327
14:50,"360,500","2,500","361,000","360,500","256,469","1,067"
14:49,"361,000","2,000","361,000","360,500","255,402",244
14:48,"361,000","2,000","361,000","360,500","255,158",365
14:47,"360,500","2,500","361,000","360,500","254,793",247
14:46,"360,500","2,500","361,000","360,500","254,546","1,143"
14:45,"361,000","2,000","361,000","360,500","253,403",203
14:44,"360,500","2,500","361,000","360,500","253,200",191
14:43,"361,000","2,000","361,000","360,500","253,009",131
14:42,"361,000","2,000","361,000","360,500","252,878",981
14:41,"361,000","2,000","361,000","360,500","251,897",74
14:40,"360,500","2,500","361,000","360,500","251,823",327
14:39,"360,500","2,500","360,500","360,000","251,496","2,813"
