체결시각,체결가,전일비,매도,매수,거래량,변동량
15:58,"81,000",200,0,"81,000","13,013,238",30
15:57,"81,000",200,0,"81,000","13,013,208",96
15:56,"81,000",200,0,"81,000","13,013,112",134
15:55,"81,000",200,0,"81,000","13,012,978",141
15:54,"81,000",200,0,"81,000","13,012,837",55
15:53,"81,000",200,0,"81,000","13,012,782",132
15:52,"81,000",200,0,"81,000","13,012,650",364
15:51,"81,000",200,0,"81,000","13,012,286","1,005"
15:50,"81,000",200,0,"81,000","13,011,281",185
15:49,"81,000",200,"81,000",0,"13,011,096",535
15:48,"81,000",200,"81,000",0,"13,010,561","1,033"
15:47,"81,000",200,"81,000",0,"13,009,528","1,509"
15:46,"81,000",200,"81,000",0,"13,008,019",20
15:45,"81,000",200,0,0,"13,007,999",358
15:44,"81,000",200,"81,000",0,"13,007,641","1,069"
15:43,"81,000",200,"81,000",0,"13,006,572",173
15:42,"81,000",200,"81,000",0,"13,006,399",116
15:41,"81,000",200,"81,000",0,"13,006,283",934
15:40,"81,000",200,0,"81,000","13,005,349","9,379"
15:30,"81,000",200,"81,000","80,900","12,995,970","683,627"
15:19,"80,900",300,"80,900","80,800","12,312,343","108,509"
15:18,"80,800",400,"80,800","80,700","12,203,834","30,467"
15:17,"80,800",400,"80,800","80,700","12,173,367","73,767"
15:16,"80,700",500,"80,800","80,700","12,099,600","76,198"
15:15,"80,900",300,"80,900","80,800","12,023,402","82,434"
15:14,"80,700",500,"80,800","80,700","11,940,968","26,498"
15:13,"80,700",500,"80,800","80,700","11,914,470","151,872"
15:12,"80,500",700,"80,600","80,500","11,762,598","21,265"
15:11,"80,600",600,"80,600","80,500","11,741,333","26,932"
15:10,"80,500",700,"80,600","80,500","11,714,401","12,915"
15:09,"80,600",600,"80,600","80,500","11,701,486","19,189"
15:08,"80,500",700,"80,600","80,500","11,682,297","17,183"
15:07,"80,500",700,"80,600","80,500","11,665,114","35,889"
15:06,"80,500",700,"80,600","80,500","11,629,225","12,944"
15:05,"80,600",600,"80,600","80,500","11,616,281","14,897"
15:04,"80,500",700,"80,600","80,500","11,601,384","8,593"
15:03,"80,600",600,"80,600","80,500","11,592,791","119,322"
15:02,"80,400",800,"80,500","80,400","11,473,469","12,531"
15:01,"80,500",700,"80,500","80,400","11,460,938","70,017"
15:00,"80,500",700,"80,600","80,500","11,390,921","9,997"
14:59,"80,500",700,"80,600","80,500","11,380,924","13,966"
14:58,"80,500",700,"80,600","80,500","11,366,958","21,192"
14:57,"80,500",700,"80,600","80,500","11,345,766","12,995"
14:56,"80,600",600,"80,600","80,500","11,332,771","9,118"
14:55,"80,500",700,"80,600","80,500","11,323,653","8,922"
14:54,"80,600",600,"80,600","80,500","11,314,731","9,780"
14:53,"80,600",600,"80,600","80,500","11,304,951","8,268"
14:52,"80,500",700,"80,600","80,500","11,296,683","31,190"
14:51,"80,500",700,"80,600","80,500","11,265,493","29,366"
14:50,"80,500",700,"80,600","80,500","11,236,127","6,441"
14:49,"80,600",600,"80,600","80,500","11,229,686","10,206"
14:48,"80,600",600,"80,600","80,500","11,219,480","7,509"
14:47,"80,600",600,"80,600","80,500","11,211,971","5,948"
14:46,"80,600",600,"80,600","80,500","11,206,023","7,859"
14:45,"80,600",600,"80,600","80,500","11,198,164","8,065"
14:44,"80,600",600,"80,600","80,500","11,190,099","40,852"
14:43,"80,600",600,"80,600","80,500","11,149,247","9,115"
14:42,"80,500",700,"80,600","80,500","11,140,132","7,787"
14:41,"80,600",600,"80,600","80,500","11,132,345","69,653"
14:40,"80,500",700,"80,500","80,400","11,062,692","6,714"
14:39,"80,400",800,"80,500","80,400","11,055,978","139,675"
14:38,"80,500",700,"80,500","80,400","10,916,303","8,782"
14:37,"80,400",800,"80,500","80,400","10,907,521","7,141"
14:36,"80,400",800,"80,500","80,400","10,900,380","8,590"
14:35,"80,500",700,"80,500","80,400","10,891,790","15,518"
14:34,"80,600",600,"80,600","80,500","10,876,272","30,668"
14:33,"80,500",700,"80,500","80,400","10,845,604","11,353"
14:32,"80,500",700,"80,500","80,400","10,834,251","35,625"
14:31,"80,600",600,"80,600","80,500","10,798,626","100,391"
14:30,"80,400",800,"80,500","80,400","10,698,235","7,424"
14:29,"80,400",800,"80,500","80,400","10,690,811","10,911"
14:28,"80,400",800,"80,500","80,400","10,679,900","24,421"
14:27,"80,500",700,"80,600","80,500","10,655,479","46,363"
14:26,"80,600",600,"80,600","80,500","10,609,116","17,616"
14:25,"80,600",600,"80,600","80,500","10,591,500","12,127"
14:24,"80,600",600,"80,600","80,500","10,579,373","92,880"
14:23,"80,500",700,"80,500","80,400","10,486,493","46,711"
14:22,"80,400",800,"80,500","80,400","10,439,782","9,902"
14:21,"80,400",800,"80,500","80,400","10,429,880","43,224"
14:20,"80,400",800,"80,400","80,300","10,386,656","18,272"
14:19,"80,400",800,"80,400","80,300","10,368,384","9,884"
14:18,"80,400",800,"80,400","80,300","10,358,500","2,841"
14:17,"80,400",800,"80,400","80,300","10,355,659","116,195"
14:16,"80,400",800,"80,400","80,300","10,239,464","9,005"
14:15,"80,300",900,"80,400","80,300","10,230,459","9,548"
14:14,"80,300",900,"80,400","80,300","10,220,911","16,656"
14:13,"80,300",900,"80,400","80,300","10,204,255","14,410"
14:12,"80,300",900,"80,400","80,300","10,189,845","19,552"
14:11,"80,400",800,"80,400","80,300","10,170,293","5,674"
14:10,"80,400",800,"80,400","80,300","10,164,619","7,115"
14:09,"80,400",800,"80,400","80,300","10,157,504","9,939"
14:08,"80,400",800,"80,400","80,300","10,147,565","6,622"
14:07,"80,400",800,"80,500","80,400","10,140,943","33,991"
14:06,"80,400",800,"80,400","80,300","10,106,952","58,813"
14:05,"80,400",800,"80,500","80,400","10,048,139","65,928"
14:04,"80,500",700,"80,500","80,400","9,982,211","72,451"
14:03,"80,300",900,"80,400","80,300","9,909,760","8,573"
14:02,"80,300",900,"80,400","80,300","9,901,187","10,571"
14:01,"80,400",800,"80,400","80,300","9,890,616","69,273"
14:00,"80,400",800,"80,500","80,400","9,821,343","10,232"
13:59,"80,500",700,"80,500","80,400","9,811,111","10,685"
13:58,"80,400",800,"80,500","80,400","9,800,426","23,613"
13:57,"80,500",700,"80,500","80,400","9,776,813","14,599"
13:56,"80,400",800,"80,400","80,300","9,762,214","69,397"
13:55,"80,300",900,"80,400","80,300","9,692,817","85,059"
13:54,"80,300",900,"80,400","80,300","9,607,758","75,311"
13:53,"80,400",800,"80,400","80,300","9,532,447","9,078"
13:52,"80,300",900,"80,400","80,300","9,523,369","143,356"
13:51,"80,300",900,"80,300","80,200","9,380,013","147,582"
13:50,"80,200","1,000","80,200","80,100","9,232,431","10,828"
13:49,"80,200","1,000","80,200","80,100","9,221,603","10,782"
13:48,"80,100","1,100","80,200","80,100","9,210,821","6,688"
13:47,"80,200","1,000","80,200","80,100","9,204,133","8,090"
13:46,"80,100","1,100","80,200","80,100","9,196,043","8,316"
13:45,"80,100","1,100","80,200","80,100","9,187,727","5,120"
13:44,"80,200","1,000","80,200","80,100","9,182,607","8,451"
13:43,"80,200","1,000","80,200","80,100","9,174,156","47,766"
13:42,"80,100","1,100","80,200","80,100","9,126,390","7,285"
13:41,"80,100","1,100","80,200","80,100","9,119,105","13,556"
13:40,"80,100","1,100","80,200","80,100","9,105,549","15,925"
13:39,"80,200","1,000","80,200","80,100","9,089,624","49,351"
13:38,"80,200","1,000","80,200","80,100","9,040,273","9,482"
13:37,"80,100","1,100","80,200","80,100","9,030,791","7,450"
13:36,"80,100","1,100","80,200","80,100","9,023,341","12,567"
13:35,"80,100","1,100","80,200","80,100","9,010,774","4,303"
13:34,"80,200","1,000","80,200","80,100","9,006,471","9,581"
13:33,"80,200","1,000","80,200","80,100","8,996,890","7,964"
13:32,"80,100","1,100","80,200","80,100","8,988,926","8,088"
13:31,"80,200","1,000","80,200","80,100","8,980,838","39,756"
13:30,"80,100","1,100","80,200","80,100","8,941,082","10,390"
13:29,"80,100","1,100","80,200","80,100","8,930,692","8,345"
13:28,"80,100","1,100","80,200","80,100","8,922,347","58,143"
13:27,"80,100","1,100","80,200","80,100","8,864,204","11,211"
13:26,"80,100","1,100","80,200","80,100","8,852,993","9,660"
13:25,"80,100","1,100","80,200","80,100","8,843,333","9,036"
13:24,"80,100","1,100","80,200","80,100","8,834,297","14,287"
13:23,"80,100","1,100","80,200","80,100","8,820,010","8,679"
13:22,"80,100","1,100","80,200","80,100","8,811,331","8,363"
13:21,"80,200","1,000","80,200","80,100","8,802,968","13,356"
13:20,"80,200","1,000","80,200","80,100","8,789,612","9,939"
13:19,"80,100","1,100","80,200","80,100","8,779,673","9,458"
13:18,"80,100","1,100","80,200","80,100","8,770,215","13,109"
13:17,"80,100","1,100","80,200","80,100","8,757,106","7,836"
13:16,"80,100","1,100","80,200","80,100","8,749,270","8,020"
13:15,"80,200","1,000","80,200","80,100","8,741,250","12,896"
13:14,"80,100","1,100","80,200","80,100","8,728,354","12,221"
13:13,"80,200","1,000","80,200","80,100","8,716,133","5,700"
13:12,"80,100","1,100","80,200","80,100","8,710,433","4,452"
13:11,"80,100","1,100","80,200","80,100","8,705,981","10,290"
13:10,"80,100","1,100","80,200","80,100","8,695,691","7,193"
13:09,"80,100","1,100","80,200","80,100","8,688,498","2,646"
13:08,"80,200","1,000","80,200","80,100","8,685,852","9,437"
13:07,"80,200","1,000","80,200","80,100","8,676,415","11,340"
13:06,"80,200","1,000","80,200","80,100","8,665,075","3,880"
13:05,"80,100","1,100","80,200","80,100","8,661,195","103,774"
13:04,"80,200","1,000","80,200","80,100","8,557,421","6,202"
13:03,"80,200","1,000","80,200","80,100","8,551,219","10,402"
13:02,"80,100","1,100","80,200","80,100","8,540,817","7,444"
13:01,"80,100","1,100","80,200","80,100","8,533,373","104,705"
13:00,"80,100","1,100","80,200","80,100","8,428,668","6,308"
12:59,"80,200","1,000","80,200","80,100","8,422,360","6,196"
12:58,"80,100","1,100","80,200","80,100","8,416,164","6,575"
12:57,"80,200","1,000","80,200","80,100","8,409,589","7,088"
12:56,"80,200","1,000","80,200","80,100","8,402,501","6,400"
12:55,"80,100","1,100","80,200","80,100","8,396,101","7,103"
12:54,"80,100","1,100","80,200","80,100","8,388,998","11,206"
12:53,"80,200","1,000","80,200","80,100","8,377,792","6,596"
12:52,"80,200","1,000","80,200","80,100","8,371,196","112,241"
12:51,"80,100","1,100","80,100","80,000","8,258,955","7,237"
12:50,"80,000","1,200","80,100","80,000","8,251,718","89,943"
12:49,"80,100","1,100","80,200","80,100","8,161,775","7,405"
12:48,"80,100","1,100","80,200","80,100","8,154,370","9,540"
12:47,"80,100","1,100","80,200","80,100","8,144,830","7,281"
12:46,"80,100","1,100","80,200","80,100","8,137,549","6,573"
12:45,"80,100","1,100","80,200","80,100","8,130,976","10,082"
12:44,"80,200","1,000","80,200","80,100","8,120,894","6,458"
12:43,"80,100","1,100","80,200","80,100","8,114,436","6,308"
12:42,"80,200","1,000","80,200","80,100","8,108,128","7,545"
12:41,"80,200","1,000","80,200","80,100","8,100,583","41,061"
12:40,"80,100","1,100","80,100","80,000","8,059,522","17,813"
12:39,"80,000","1,200","80,100","80,000","8,041,709","137,210"
12:38,"80,200","1,000","80,200","80,100","7,904,499","11,696"
12:37,"80,200","1,000","80,200","80,100","7,892,803","7,730"
12:36,"80,200","1,000","80,200","80,100","7,885,073","6,776"
12:35,"80,100","1,100","80,200","80,100","7,878,297","11,651"
12:34,"80,200","1,000","80,200","80,100","7,866,646","7,292"
12:33,"80,100","1,100","80,200","80,100","7,859,354","5,423"
12:32,"80,100","1,100","80,200","80,100","7,853,931","6,457"
12:31,"80,100","1,100","80,200","80,100","7,847,474","8,279"
12:30,"80,100","1,100","80,200","80,100","7,839,195","4,648"
12:29,"80,100","1,100","80,200","80,100","7,834,547","8,809"
12:28,"80,200","1,000","80,200","80,100","7,825,738","5,082"
12:27,"80,200","1,000","80,200","80,100","7,820,656","48,862"
12:26,"80,200","1,000","80,300","80,200","7,771,794","4,790"
12:25,"80,200","1,000","80,300","80,200","7,767,004","19,242"
12:24,"80,100","1,100","80,200","80,100","7,747,762","26,994"
12:23,"80,300",900,"80,300","80,200","7,720,768","4,304"
12:22,"80,300",900,"80,300","80,200","7,716,464","26,692"
12:21,"80,200","1,000","80,300","80,200","7,689,772","38,725"
12:20,"80,300",900,"80,300","80,200","7,651,047","113,196"
12:19,"80,200","1,000","80,200","80,100","7,537,851","8,968"
12:18,"80,100","1,100","80,200","80,100","7,528,883","13,833"
12:17,"80,100","1,100","80,200","80,100","7,515,050","6,397"
12:16,"80,100","1,100","80,200","80,100","7,508,653","6,975"
12:15,"80,100","1,100","80,200","80,100","7,501,678","20,922"
12:14,"80,100","1,100","80,200","80,100","7,480,756","7,945"
12:13,"80,100","1,100","80,200","80,100","7,472,811","6,930"
12:12,"80,100","1,100","80,200","80,100","7,465,881","6,823"
12:11,"80,200","1,000","80,200","80,100","7,459,058","9,856"
12:10,"80,200","1,000","80,200","80,100","7,449,202","7,763"
12:09,"80,200","1,000","80,200","80,100","7,441,439","10,719"
12:08,"80,200","1,000","80,200","80,100","7,430,720","7,098"
12:07,"80,200","1,000","80,200","80,100","7,423,622","8,004"
12:06,"80,200","1,000","80,200","80,100","7,415,618","7,362"
12:05,"80,200","1,000","80,200","80,100","7,408,256","6,109"
12:04,"80,100","1,100","80,200","80,100","7,402,147","14,628"
12:03,"80,200","1,000","80,200","80,100","7,387,519","10,152"
12:02,"80,200","1,000","80,200","80,100","7,377,367","6,561"
12:01,"80,100","1,100","80,200","80,100","7,370,806","6,067"
12:00,"80,100","1,100","80,200","80,100","7,364,739","8,652"
11:59,"80,100","1,100","80,200","80,100","7,356,087","12,387"
11:58,"80,200","1,000","80,200","80,100","7,343,700","14,785"
11:57,"80,200","1,000","80,200","80,100","7,328,915","8,043"
11:56,"80,100","1,100","80,200","80,100","7,320,872","10,076"
11:55,"80,200","1,000","80,200","80,100","7,310,796","16,063"
11:54,"80,200","1,000","80,200","80,100","7,294,733","5,773"
11:53,"80,200","1,000","80,200","80,100","7,288,960","12,176"
11:52,"80,200","1,000","80,200","80,100","7,276,784","7,467"
11:51,"80,100","1,100","80,200","80,100","7,269,317","7,361"
11:50,"80,100","1,100","80,200","80,100","7,261,956","4,412"
11:49,"80,100","1,100","80,200","80,100","7,257,544","5,815"
11:48,"80,200","1,000","80,200","80,100","7,251,729","22,377"
11:47,"80,300",900,"80,300","80,200","7,229,352","4,603"
11:46,"80,200","1,000","80,300","80,200","7,224,749","9,424"
11:45,"80,200","1,000","80,300","80,200","7,215,325","23,663"
11:44,"80,200","1,000","80,300","80,200","7,191,662","7,437"
11:43,"80,300",900,"80,300","80,200","7,184,225","6,758"
11:42,"80,200","1,000","80,300","80,200","7,177,467","7,393"
11:41,"80,200","1,000","80,300","80,200","7,170,074","7,207"
11:40,"80,200","1,000","80,300","80,200","7,162,867","48,105"
11:39,"80,200","1,000","80,200","80,100","7,114,762","19,789"
11:38,"80,300",900,"80,300","80,200","7,094,973","183,554"
11:37,"80,000","1,200","80,100","80,000","6,911,419","11,928"
11:36,"80,100","1,100","80,100","80,000","6,899,491","193,604"
11:35,"80,100","1,100","80,100","80,000","6,705,887","40,539"
11:34,"80,100","1,100","80,100","80,000","6,665,348","44,321"
11:33,"80,100","1,100","80,100","80,000","6,621,027","13,134"
11:32,"80,100","1,100","80,100","80,000","6,607,893","12,657"
11:31,"80,000","1,200","80,100","80,000","6,595,236","5,637"
11:30,"80,000","1,200","80,100","80,000","6,589,599","11,829"
11:29,"80,100","1,100","80,100","80,000","6,577,770","8,572"
11:28,"80,000","1,200","80,100","80,000","6,569,198","7,409"
11:27,"80,000","1,200","80,100","80,000","6,561,789","6,135"
11:26,"80,000","1,200","80,100","80,000","6,555,654","6,560"
11:25,"80,100","1,100","80,100","80,000","6,549,094","13,223"
11:24,"80,100","1,100","80,100","80,000","6,535,871","7,418"
11:23,"80,000","1,200","80,100","80,000","6,528,453","7,910"
11:22,"80,100","1,100","80,100","80,000","6,520,543","132,226"
11:21,"80,100","1,100","80,200","80,100","6,388,317","5,857"
11:20,"80,100","1,100","80,200","80,100","6,382,460","6,621"
11:19,"80,200","1,000","80,200","80,100","6,375,839","5,661"
11:18,"80,100","1,100","80,200","80,100","6,370,178","3,895"
11:17,"80,200","1,000","80,200","80,100","6,366,283","5,158"
11:16,"80,200","1,000","80,200","80,100","6,361,125","5,844"
11:15,"80,100","1,100","80,200","80,100","6,355,281","63,686"
11:14,"80,000","1,200","80,100","80,000","6,291,595","17,065"
11:13,"80,100","1,100","80,100","80,000","6,274,530","160,313"
11:12,"80,100","1,100","80,200","80,100","6,114,217","62,918"
11:11,"80,100","1,100","80,200","80,100","6,051,299","109,507"
11:10,"80,200","1,000","80,200","80,100","5,941,792","9,193"
11:09,"80,200","1,000","80,200","80,100","5,932,599","8,406"
11:08,"80,100","1,100","80,200","80,100","5,924,193","7,351"
11:07,"80,100","1,100","80,200","80,100","5,916,842","10,924"
11:06,"80,200","1,000","80,200","80,100","5,905,918","7,133"
11:05,"80,200","1,000","80,200","80,100","5,898,785","7,122"
11:04,"80,200","1,000","80,200","80,100","5,891,663","7,630"
11:03,"80,100","1,100","80,200","80,100","5,884,033","9,082"
11:02,"80,200","1,000","80,200","80,100","5,874,951","39,650"
11:01,"80,100","1,100","80,200","80,100","5,835,301","5,733"
11:00,"80,100","1,100","80,200","80,100","5,829,568","33,328"
10:59,"80,200","1,000","80,200","80,100","5,796,240","29,458"
10:58,"80,200","1,000","80,200","80,100","5,766,782","36,353"
10:57,"80,200","1,000","80,200","80,100","5,730,429","190,315"
10:56,"80,200","1,000","80,200","80,100","5,540,114","15,533"
10:55,"80,100","1,100","80,200","80,100","5,524,581","11,897"
10:54,"80,100","1,100","80,200","80,100","5,512,684","13,052"
10:53,"80,200","1,000","80,200","80,100","5,499,632","11,080"
10:52,"80,200","1,000","80,200","80,100","5,488,552","19,988"
10:51,"80,200","1,000","80,200","80,100","5,468,564","21,166"
10:50,"80,200","1,000","80,200","80,100","5,447,398","8,891"
10:49,"80,100","1,100","80,200","80,100","5,438,507","12,224"
10:48,"80,100","1,100","80,200","80,100","5,426,283","5,107"
10:47,"80,100","1,100","80,200","80,100","5,421,176","8,915"
10:46,"80,100","1,100","80,200","80,100","5,412,261","8,289"
10:45,"80,100","1,100","80,200","80,100","5,403,972","6,296"
10:44,"80,100","1,100","80,200","80,100","5,397,676","7,512"
10:43,"80,100","1,100","80,200","80,100","5,390,164","9,156"
10:42,"80,100","1,100","80,200","80,100","5,381,008","6,826"
10:41,"80,200","1,000","80,200","80,100","5,374,182","12,276"
10:40,"80,100","1,100","80,200","80,100","5,361,906","8,030"
10:39,"80,200","1,000","80,200","80,100","5,353,876","12,500"
10:38,"80,200","1,000","80,200","80,100","5,341,376","5,329"
10:37,"80,200","1,000","80,200","80,100","5,336,047","13,093"
10:36,"80,200","1,000","80,200","80,100","5,322,954","9,066"
10:35,"80,200","1,000","80,200","80,100","5,313,888","50,655"
10:34,"80,100","1,100","80,200","80,100","5,263,233","12,904"
10:33,"80,200","1,000","80,200","80,100","5,250,329","61,352"
10:32,"80,200","1,000","80,300","80,200","5,188,977","24,744"
10:31,"80,200","1,000","80,200","80,100","5,164,233","54,843"
10:30,"80,200","1,000","80,300","80,200","5,109,390","77,426"
10:29,"80,200","1,000","80,300","80,200","5,031,964","9,860"
10:28,"80,300",900,"80,300","80,200","5,022,104","8,470"
10:27,"80,300",900,"80,300","80,200","5,013,634","58,392"
10:26,"80,200","1,000","80,300","80,200","4,955,242","44,541"
10:25,"80,200","1,000","80,300","80,200","4,910,701","5,997"
10:24,"80,300",900,"80,300","80,200","4,904,704","3,062"
10:23,"80,300",900,"80,300","80,200","4,901,642","41,779"
10:22,"80,400",800,"80,400","80,300","4,859,863","73,102"
10:21,"80,300",900,"80,300","80,200","4,786,761","5,231"
10:20,"80,200","1,000","80,300","80,200","4,781,530","6,658"
10:19,"80,300",900,"80,300","80,200","4,774,872","6,010"
10:18,"80,300",900,"80,300","80,200","4,768,862","5,957"
10:17,"80,300",900,"80,300","80,200","4,762,905","6,233"
10:16,"80,300",900,"80,300","80,200","4,756,672","10,481"
10:15,"80,200","1,000","80,300","80,200","4,746,191","17,025"
10:14,"80,200","1,000","80,300","80,200","4,729,166","10,005"
10:13,"80,300",900,"80,300","80,200","4,719,161","10,362"
10:12,"80,200","1,000","80,300","80,200","4,708,799","19,887"
10:11,"80,200","1,000","80,300","80,200","4,688,912","78,317"
10:10,"80,300",900,"80,300","80,200","4,610,595","17,782"
10:09,"80,200","1,000","80,300","80,200","4,592,813","17,664"
10:08,"80,200","1,000","80,300","80,200","4,575,149","14,405"
10:07,"80,200","1,000","80,300","80,200","4,560,744","78,902"
10:06,"80,400",800,"80,400","80,300","4,481,842","16,244"
10:05,"80,400",800,"80,400","80,300","4,465,598","14,849"
10:04,"80,300",900,"80,400","80,300","4,450,749","55,588"
10:03,"80,500",700,"80,500","80,400","4,395,161","29,331"
10:02,"80,400",800,"80,500","80,400","4,365,830","33,636"
10:01,"80,500",700,"80,600","80,500","4,332,194","11,387"
10:00,"80,500",700,"80,600","80,500","4,320,807","122,994"
09:59,"80,500",700,"80,500","80,400","4,197,813","9,665"
09:58,"80,500",700,"80,500","80,400","4,188,148","58,321"
09:57,"80,500",700,"80,500","80,400","4,129,827","127,514"
09:56,"80,200","1,000","80,300","80,200","4,002,313","10,334"
09:55,"80,200","1,000","80,300","80,200","3,991,979","9,511"
09:54,"80,300",900,"80,300","80,200","3,982,468","39,771"
09:53,"80,300",900,"80,300","80,200","3,942,697","43,820"
09:52,"80,200","1,000","80,300","80,200","3,898,877","110,622"
09:51,"80,300",900,"80,300","80,200","3,788,255","16,905"
09:50,"80,200","1,000","80,300","80,200","3,771,350","16,506"
09:49,"80,200","1,000","80,300","80,200","3,754,844","11,800"
