체결시각,체결가,전일비,매도,매수,거래량,변동량
15:58,"83,900","2,900","83,900",0,"19,690,970",237
15:57,"83,900","2,900","83,900",0,"19,690,733",132
15:56,"83,900","2,900","83,900",0,"19,690,601",231
15:55,"83,900","2,900","83,900",0,"19,690,370",143
15:54,"83,900","2,900","83,900",0,"19,690,227",742
15:53,"83,900","2,900","83,900",0,"19,689,485","1,223"
15:52,"83,900","2,900","83,900",0,"19,688,262",208
15:51,"83,900","2,900","83,900",0,"19,688,054",384
15:50,"83,900","2,900","83,900",0,"19,687,670",320
15:49,"83,900","2,900","83,900",0,"19,687,350",317
15:48,"83,900","2,900","83,900",0,"19,687,033",375
15:47,"83,900","2,900","83,900",0,"19,686,658",271
15:46,"83,900","2,900","83,900",0,"19,686,387","1,523"
15:45,"83,900","2,900",0,0,"19,684,864","6,261"
15:44,"83,900","2,900","83,900",0,"19,678,603","1,199"
15:43,"83,900","2,900","83,900",0,"19,677,404",93
15:42,"83,900","2,900","83,900",0,"19,677,311",189
15:41,"83,900","2,900","83,900",0,"19,677,122",409
15:40,"83,900","2,900","83,900",0,"19,676,713","31,190"
15:30,"83,900","2,900","83,900","83,800","19,645,523","1,989,109"
15:19,"83,300","2,300","83,400","83,300","17,656,414","49,698"
15:18,"83,300","2,300","83,400","83,300","17,606,716","79,667"
15:17,"83,200","2,200","83,300","83,200","17,527,049","103,859"
15:16,"83,100","2,100","83,200","83,100","17,423,190","45,255"
15:15,"83,200","2,200","83,200","83,100","17,377,935","40,237"
15:14,"83,100","2,100","83,200","83,100","17,337,698","47,724"
15:13,"83,200","2,200","83,200","83,100","17,289,974","68,159"
15:12,"83,000","2,000","83,100","83,000","17,221,815","85,368"
15:11,"83,000","2,000","83,000","82,900","17,136,447","43,274"
15:10,"83,000","2,000","83,000","82,900","17,093,173","57,270"
15:09,"83,100","2,100","83,200","83,100","17,035,903","51,925"
15:08,"83,200","2,200","83,200","83,100","16,983,978","35,563"
15:07,"83,100","2,100","83,200","83,100","16,948,415","65,879"
15:06,"83,100","2,100","83,200","83,100","16,882,536","29,046"
15:05,"83,200","2,200","83,200","83,100","16,853,490","53,771"
15:04,"83,200","2,200","83,300","83,200","16,799,719","29,099"
15:03,"83,200","2,200","83,300","83,200","16,770,620","27,771"
15:02,"83,300","2,300","83,300","83,200","16,742,849","33,157"
15:01,"83,200","2,200","83,200","83,100","16,709,692","50,649"
15:00,"83,200","2,200","83,200","83,100","16,659,043","53,052"
14:59,"83,300","2,300","83,400","83,300","16,605,991","68,995"
